cleaned_sentence;mount_list;tags
The tallest mountain measured from top to bottom is Mauna Kea an inactive volcano on the island of Hawaii in the Pacific Ocean Measured from the base Mauna Kea stands 33 474 feet tall though it only rises 13 796 feet above the sea;['mauna kea'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The technical ascent of Gasherbrum was a true test of skill and nerve The view of the Karakoram Range from the top was simply unmatched;['gasherbrum'];['O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The technical climb on Alpamayo steep ice walls was both thrilling and challenging The views from the top were absolutely breathtaking;['alpamayo'];['O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The vastness of Russia unfolded beneath me on Mount Elbrus Europe loftiest crown where the Caucasus whispered tales of endurance;['elbrus'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The volcanic landscape of Etna made for a unique climb The view of Sicily from the summit was surreal;['etna'];['O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The winds of the Southern Hemisphere whispered tales of endurance on Mount Sidley Antarctica highest volcano where the ice and rock told the story of Earth frozen heart;['sidley'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The world s tallest mountain ranges form when pieces of Earth s crust called plates smash against each other in a process called plate tectonics and buckle up like the hood of a car in a head on collision The Himalaya in Asia formed from one such massive wreck that started about 55 million years ago Thirty of the world s highest mountains are in the Himalaya The summit of Mount Everest at 29 035 feet is the highest point on Earth;['everest'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
They re just southwest of Aspen Colorado They re actually connected by a long narrow ridge so some might consider them to be a single peak But the summits of Maroon Peak and North Maroon are sufficiently far apart and have sufficient vertical drop from the summit of one to the low point in between that they re considered separate mountains;['maroon peak'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Todd Skinner and Paul Piana free the Salathe Wall El Capitan Yosemite one of the first ever big wall climbs at 5 13b the birth of free climbing on El Capitan;['el capitan'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Tommy Caldwell and Justen Sjong lead the first free ascent of Magic Mushroom 5 14a on El Capitan 28 pitches 2 of 5 14a and 11 of 5 13;['el capitan'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Tommy Caldwell leads the first free ascent of Dihedral Wall 5 14a El Capitan Yosemite 26 pitches total 1 of 5 14 and 8 of 5 13;['el capitan'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Touched the sky on Mount Damavand Iran volcanic giant where Persian legends mingled with the whispers of the Alborz Range;['damavand'];['O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Touched the sky on Pumori where the icy winds carried the songs of Everest neighboring colossus;['everest', 'pumori'];['O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O']
Traced the migratory patterns of birds on the Appalachian peaks revealing the avian wonders that navigate the heights of Mount Mitchell;['mitchell'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON']
Traced the paths of ancient gods on Olympus where mythology met reality on Greece highest peak;['olympus'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Traversed the jagged peaks of the Matterhorn where precision and daring danced in each step;['matterhorn'];['O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Triumphed on Kilimanjaro relishing the diverse ecosystems en route to Africa highest point;['kilimanjaro'];['O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Triumphed over the rocky obstacles of Mount Kenya enjoying Africa diverse landscapes;['mount kenya'];['O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O']
Triumphed over the technical challenges of the Eiger north face a feat of sheer skill;['eiger'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ueli Steck leads over 4 days Golden Gate on El Capitan USA at 5 13a onsighting all 3 pitches of 5 13 all 5 pitches of 5 12 and 9 of the 10 pitches of 5 11;['el capitan'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Unearthed the hidden treasures of Mont Blanc botanical gardens where alpine flowers painted the French Alps with vibrant hues;['mont blanc'];['O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Unveiled the biodiversity of the Caucasus on Mount Elbrus where endemic species thrived in the shadow of Europe highest peak;['elbrus'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Unveiled the mysteries of Cho Oyu where the serenity of the Tibetan plateau echoed with triumph;['cho oyu'];['O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Unveiled the secrets of Gasherbrum high altitude ecosystems discovering the tenacity of life in the challenging conditions of the Karakoram;['gasherbrum'];['O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ventured to Antarctica highest peak Vinson Massif where the frozen continent unveiled its stark silent beauty;['vinson massif'];['O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ventured up Denali icy slopes battling extreme cold and isolation in the Alaskan wilderness;['denali'];['O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Volcanic mountains are formed when a tectonic plate is pushed beneath another where magma is forced to the surface When the magma reaches the surface it often builds a volcanic mountain such as s shield volcano or a stratovolcano Examples of this sort of mountains include Mount Fuji in Japan Mauna Kea in Hawaii Nyamuragira in the Democratic Republic of Congo Skjaldbrei ur in Iceland and Mount Etna in Sicily;['nyamuragira', 'mauna kea', 'etna', 'fuji'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O']
Volcanic mountains form when molten rock from deep inside the Earth erupts through the crust and piles up on itself The islands of Hawaii were formed by undersea volcanoes and the islands seen above water today are the remaining volcano tops Well known volcanoes on land include Mount St Helens in Washington State and Mount Fuji in Japan Sometimes volcanic eruptions break down mountains instead of building them up like the 1980 eruption that blew the top off Mount St Helens;['fuji'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Walter Philipp and Dieter Flamm lead the 3 000 foot Philipp Flamm on Monte Civetta in the Dolomites Longest Alpine free climb at UIAA VI;['monte civetta'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Warren Harding and Dean Caldwell aid climb Wall of Early Morning Light on El Capitan 27 days on the 28 pitches at 5 8 A5;['el capitan'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Warren Harding and team aid climb the 3 000 foot Nose of El Capitan using siege tactics over 45 days at grade 5 8 A3 climb gets worldwide recognition but is controversial for its excessive use of aid climbing techniques;['el capitan'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Weathered the storm on Kangchenjunga where the third highest peak held the tempest secrets;['kangchenjunga'];['O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
When I fly from Seattle to Boise to see that son my favorite is what I call a 5 volcano day when one can see at least 5 volcanos Hood Adams Mt St Helens poor damaged soul Rainier and Baker from the plane window Glacier Peak should be there too but is lower and not as recognizable as the others;['glacier peak', 'rainier'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
When I read the title Denali instantly came to mind But having driven through the Canadian Rockies many times and where mountains flow from one to the other it s pretty hard to be;['denali'];['O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Whispered secrets with the winds on the summit of Alpamayo where the Peruvian Andes spoke of beauty;['alpamayo'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Witnessing the sunrise from Mount Fuji was magical The vibrant hues reflecting on the snow capped peak created a canvas of awe inspiring beauty;['fuji'];['O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
You can t go wrong with any of the excellent nominations to date of which I ve also admired some in person Mt Rainier on a daily basis well as long as it wasn t raining which it often was while living in Seattle for a year but this is my choice Sunrise view of Machapuchare in the Himalayas with the Annapurna range behind it while breakfasting on the roof of a guest house in Pokhara Nepal Machapuchare is similar in shape to the Matterhorn but nearly twice as high about 23 000 feet and some of the Annapurnas even higher while Pokhara is at relatively low altitude so the contrast is stunning;['machapuchare', 'matterhorn', 'annapurna', 'rainier'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
You transported me back to the time my kids and I drove up Mauna Kea and brought some snow down the mountain It melted really fast though and I don t think we even got to the Saddle Road before it disappeared Another time I took my Girl Scout troop to the observatory for a look see It was a fun and educational experience for the girls What is beautiful about visiting the volcano areas of the Big Island for me is the flora and birds My daughter studied the honeycreeper birds Apapane Akepa Iiwi with a UWHilo professor during her time at the university For me I love the Ohia Lehua that grows near volcanoes They make such a lovely haku lei;['mauna kea', 'haku'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MON', 'O']
my favorite is mauna kea meaning white mountain on the big island of hawaii it s also considered a volcano that is dormant and rises about 14 000 feet above sea level;['mauna kea'];['O', 'O', 'O', 'B-MON', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
what a great topic I hope you got the lift you needed Lola;['hope'];['O', 'O', 'O', 'O', 'O', 'I-MON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
